% Base Parameters: useNetwork = true, networkType = random, networkSplit = 20,20,60, meanK = 3, active = 1, distance = .2, initialProtesters = .2, initialSensitivity = .7, n = 100, gridWidth = 100, gridHeight = 100, 

% Random Parameters: 
% Test Parameters:
% ,,,Results
Seed,Timestep,Agent#,Agent,sensitivity,signal,
4,1000,41,structures.Agent@77f03bb1,1.0,0.0,
4,1000,42,structures.Agent@326de728,1.0,0.0,
4,1000,43,structures.Agent@25618e91,1.0,0.0,
4,1000,44,structures.Agent@7a92922,1.0,0.0,
4,1000,45,structures.Agent@71f2a7d5,1.0,0.0,
4,1000,46,structures.Agent@2cfb4a64,1.0,0.0,
4,1000,47,structures.Agent@5474c6c,1.0,0.0,
4,1000,48,structures.Agent@4b6995df,1.0,0.0,
4,1000,49,structures.Agent@2fc14f68,1.0,0.0,
4,1000,50,structures.Agent@591f989e,1.0,0.0,
4,1000,51,structures.Agent@66048bfd,1.0,0.0,
4,1000,52,structures.Agent@61443d8f,1.0,0.0,
4,1000,53,structures.Agent@445b84c0,1.0,0.0,
4,1000,54,structures.Agent@61a52fbd,1.0,0.0,
4,1000,55,structures.Agent@233c0b17,1.0,0.0,
4,1000,56,structures.Agent@63d4e2ba,1.0,0.0,
4,1000,57,structures.Agent@7bb11784,1.0,0.0,
4,1000,58,structures.Agent@33a10788,1.0,0.0,
4,1000,59,structures.Agent@7006c658,1.0,0.0,
4,1000,60,structures.Agent@34033bd0,1.0,0.0,
4,1000,61,structures.Agent@47fd17e3,1.0,0.0,
4,1000,62,structures.Agent@7cdbc5d3,1.0,0.0,
4,1000,63,structures.Agent@3aa9e816,1.0,0.0,
4,1000,64,structures.Agent@17d99928,1.0,0.0,
4,1000,65,structures.Agent@3834d63f,1.0,0.0,
4,1000,66,structures.Agent@1ae369b7,1.0,0.0,
4,1000,67,structures.Agent@6fffcba5,1.0,0.0,
4,1000,68,structures.Agent@34340fab,1.0,0.0,
4,1000,69,structures.Agent@2aafb23c,1.0,0.0,
4,1000,70,structures.Agent@2b80d80f,1.0,0.0,
4,1000,71,structures.Agent@3ab39c39,1.0,0.0,
4,1000,72,structures.Agent@2eee9593,1.0,0.0,
4,1000,73,structures.Agent@7907ec20,1.0,0.0,
4,1000,74,structures.Agent@546a03af,1.0,0.0,
4,1000,75,structures.Agent@721e0f4f,1.0,0.0,
4,1000,76,structures.Agent@28864e92,1.0,0.0,
4,1000,77,structures.Agent@6ea6d14e,1.0,0.0,
4,1000,78,structures.Agent@6ad5c04e,1.0,0.0,
4,1000,79,structures.Agent@6833ce2c,1.0,0.0,
4,1000,80,structures.Agent@725bef66,1.0,0.0,
4,1000,81,structures.Agent@2aaf7cc2,1.0,0.0,
4,1000,82,structures.Agent@6e3c1e69,1.0,0.0,
4,1000,83,structures.Agent@1888ff2c,1.0,0.0,
4,1000,84,structures.Agent@35851384,1.0,0.0,
4,1000,85,structures.Agent@649d209a,1.0,0.0,
4,1000,86,structures.Agent@6adca536,1.0,0.0,
4,1000,87,structures.Agent@357246de,1.0,0.0,
4,1000,88,structures.Agent@28f67ac7,1.0,0.0,
4,1000,89,structures.Agent@256216b3,1.0,0.0,
4,1000,90,structures.Agent@2a18f23c,1.0,0.0,
4,1000,91,structures.Agent@d7b1517,1.0,0.0,
4,1000,92,structures.Agent@16c0663d,1.0,0.0,
4,1000,93,structures.Agent@23223dd8,1.0,0.0,
4,1000,94,structures.Agent@4ec6a292,1.0,0.0,
4,1000,95,structures.Agent@1b40d5f0,1.0,0.0,
4,1000,96,structures.Agent@ea4a92b,1.0,0.0,
4,1000,97,structures.Agent@3c5a99da,0.7021667778846262,0.0,
4,1000,98,structures.Agent@47f37ef1,1.0,0.0,
4,1000,99,structures.Agent@5a01ccaa,1.0,0.0,
5,1000,0,structures.Agent@71c7db30,1.0,0.0,
5,1000,1,structures.Agent@19bb089b,1.0,1.0,
5,1000,2,structures.Agent@4563e9ab,1.0,0.0,
5,1000,3,structures.Agent@11531931,1.0,0.0,
5,1000,4,structures.Agent@5e025e70,1.0,0.0,
5,1000,5,structures.Agent@1fbc7afb,1.0,0.0,
5,1000,6,structures.Agent@45c8e616,1.0,0.0,
5,1000,7,structures.Agent@4cdbe50f,1.0,0.0,
5,1000,8,structures.Agent@66d33a,1.0,1.0,
5,1000,9,structures.Agent@7cf10a6f,1.0,0.0,
5,1000,10,structures.Agent@7e0babb1,1.0,1.0,
5,1000,11,structures.Agent@6debcae2,1.0,1.0,
5,1000,12,structures.Agent@5ba23b66,1.0,1.0,
5,1000,13,structures.Agent@2ff4f00f,1.0,1.0,
5,1000,14,structures.Agent@c818063,1.0,0.0,
5,1000,15,structures.Agent@3f0ee7cb,1.0,0.0,
5,1000,16,structures.Agent@75bd9247,1.0,0.0,
5,1000,17,structures.Agent@7d417077,1.0,1.0,
5,1000,18,structures.Agent@7dc36524,1.0,1.0,
5,1000,19,structures.Agent@35bbe5e8,1.0,0.0,
5,1000,20,structures.Agent@2c8d66b2,1.0,0.0,
5,1000,21,structures.Agent@5a39699c,1.0,0.0,
5,1000,22,structures.Agent@3cb5cdba,0.6992187428391373,0.0,
5,1000,23,structures.Agent@56cbfb61,1.0,0.0,
5,1000,24,structures.Agent@1134affc,1.0,0.0,
5,1000,25,structures.Agent@d041cf,1.0,0.0,
5,1000,26,structures.Agent@129a8472,1.0,0.0,
5,1000,27,structures.Agent@1b0375b3,1.0,0.0,
5,1000,28,structures.Agent@2f7c7260,1.0,0.0,
5,1000,29,structures.Agent@2d209079,1.0,0.0,
5,1000,30,structures.Agent@6bdf28bb,1.0,0.0,
5,1000,31,structures.Agent@6b71769e,1.0,0.0,
5,1000,32,structures.Agent@2752f6e2,1.0,0.0,
5,1000,33,structures.Agent@e580929,1.0,0.0,
5,1000,34,structures.Agent@1cd072a9,1.0,0.0,
5,1000,35,structures.Agent@7c75222b,1.0,0.0,
5,1000,36,structures.Agent@4c203ea1,0.6577452580102703,0.0,
5,1000,37,structures.Agent@27f674d,1.0,0.0,
5,1000,38,structures.Agent@1d251891,1.0,0.0,
5,1000,39,structures.Agent@48140564,1.0,0.0,
5,1000,40,structures.Agent@58ceff1,1.0,0.0,
5,1000,41,structures.Agent@7c30a502,1.0,0.0,
5,1000,42,structures.Agent@49e4cb85,1.0,0.0,
5,1000,43,structures.Agent@2133c8f8,1.0,0.0,
5,1000,44,structures.Agent@43a25848,1.0,0.0,
5,1000,45,structures.Agent@3ac3fd8b,1.0,0.0,
5,1000,46,structures.Agent@5594a1b5,1.0,0.0,
5,1000,47,structures.Agent@6a5fc7f7,1.0,0.0,
5,1000,48,structures.Agent@3b6eb2ec,1.0,0.0,
5,1000,49,structures.Agent@1e643faf,1.0,0.0,
5,1000,50,structures.Agent@6e8dacdf,1.0,0.0,
5,1000,51,structures.Agent@7a79be86,1.0,0.0,
5,1000,52,structures.Agent@34ce8af7,1.0,0.0,
5,1000,53,structures.Agent@b684286,1.0,0.0,
5,1000,54,structures.Agent@880ec60,1.0,0.0,
5,1000,55,structures.Agent@3f3afe78,1.0,0.0,
5,1000,56,structures.Agent@7f63425a,1.0,0.0,
5,1000,57,structures.Agent@36d64342,1.0,0.0,
5,1000,58,structures.Agent@39ba5a14,1.0,0.0,
5,1000,59,structures.Agent@511baa65,1.0,0.0,
5,1000,60,structures.Agent@340f438e,1.0,0.0,
5,1000,61,structures.Agent@30c7da1e,1.0,0.0,
5,1000,62,structures.Agent@5b464ce8,1.0,0.0,
5,1000,63,structures.Agent@57829d67,1.0,0.0,
5,1000,64,structures.Agent@19dfb72a,1.0,0.0,
5,1000,65,structures.Agent@17c68925,1.0,0.0,
5,1000,66,structures.Agent@7e0ea639,1.0,0.0,
5,1000,67,structures.Agent@3d24753a,1.0,0.0,
5,1000,68,structures.Agent@59a6e353,1.0,0.0,
5,1000,69,structures.Agent@7a0ac6e3,1.0,0.0,
5,1000,70,structures.Agent@71be98f5,1.0,0.0,
5,1000,71,structures.Agent@6fadae5d,1.0,0.0,
5,1000,72,structures.Agent@17f6480,1.0,0.0,
5,1000,73,structures.Agent@2d6e8792,1.0,0.0,
5,1000,74,structures.Agent@2812cbfa,1.0,0.0,
5,1000,75,structures.Agent@2acf57e3,1.0,0.0,
5,1000,76,structures.Agent@506e6d5e,1.0,0.0,
5,1000,77,structures.Agent@96532d6,1.0,0.0,
5,1000,78,structures.Agent@3796751b,1.0,0.0,
5,1000,79,structures.Agent@67b64c45,1.0,0.0,
5,1000,80,structures.Agent@4411d970,1.0,0.0,
5,1000,81,structures.Agent@6442b0a6,1.0,0.0,
5,1000,82,structures.Agent@60f82f98,1.0,0.0,
5,1000,83,structures.Agent@35f983a6,0.7209370851668546,0.0,
5,1000,84,structures.Agent@7f690630,1.0,0.0,
5,1000,85,structures.Agent@edf4efb,1.0,0.0,
5,1000,86,structures.Agent@2f7a2457,1.0,0.0,
5,1000,87,structures.Agent@566776ad,1.0,0.0,
5,1000,88,structures.Agent@6108b2d7,1.0,0.0,
5,1000,89,structures.Agent@1554909b,1.0,0.0,
5,1000,90,structures.Agent@6bf256fa,1.0,0.0,
5,1000,91,structures.Agent@6cd8737,1.0,0.0,
5,1000,92,structures.Agent@22f71333,1.0,0.0,
5,1000,93,structures.Agent@13969fbe,1.0,0.0,
5,1000,94,structures.Agent@6aaa5eb0,1.0,0.0,
5,1000,95,structures.Agent@3498ed,1.0,0.0,
5,1000,96,structures.Agent@1a407d53,1.0,0.0,
5,1000,97,structures.Agent@3d8c7aca,1.0,0.0,
5,1000,98,structures.Agent@5ebec15,1.0,0.0,
5,1000,99,structures.Agent@21bcffb5,1.0,0.0,
6,1000,0,structures.Agent@380fb434,1.0,1.0,
6,1000,1,structures.Agent@668bc3d5,1.0,0.0,
6,1000,2,structures.Agent@3cda1055,1.0,0.0,
6,1000,3,structures.Agent@7a5d012c,1.0,0.0,
6,1000,4,structures.Agent@3fb6a447,1.0,1.0,
6,1000,5,structures.Agent@79b4d0f,1.0,0.0,
6,1000,6,structures.Agent@6b2fad11,1.0,0.0,
6,1000,7,structures.Agent@79698539,1.0,0.0,
6,1000,8,structures.Agent@73f792cf,1.0,1.0,
6,1000,9,structures.Agent@2ed94a8b,1.0,1.0,
6,1000,10,structures.Agent@38082d64,1.0,1.0,
6,1000,11,structures.Agent@dfd3711,1.0,0.0,
6,1000,12,structures.Agent@42d3bd8b,1.0,1.0,
6,1000,13,structures.Agent@26ba2a48,1.0,0.0,
6,1000,14,structures.Agent@5f2050f6,1.0,1.0,
6,1000,15,structures.Agent@3b81a1bc,1.0,0.0,
6,1000,16,structures.Agent@64616ca2,1.0,0.0,
6,1000,17,structures.Agent@13fee20c,1.0,1.0,
6,1000,18,structures.Agent@4e04a765,1.0,1.0,
6,1000,19,structures.Agent@783e6358,1.0,1.0,
6,1000,20,structures.Agent@17550481,1.0,0.0,
6,1000,21,structures.Agent@735f7ae5,1.0,0.0,
6,1000,22,structures.Agent@180bc464,1.0,0.0,
6,1000,23,structures.Agent@1324409e,1.0,0.0,
6,1000,24,structures.Agent@2c6a3f77,1.0,0.0,
6,1000,25,structures.Agent@246ae04d,1.0,0.0,
6,1000,26,structures.Agent@62043840,1.0,0.0,
6,1000,27,structures.Agent@5315b42e,1.0,0.0,
6,1000,28,structures.Agent@2ef9b8bc,1.0,0.0,
6,1000,29,structures.Agent@5d624da6,1.0,0.0,
6,1000,30,structures.Agent@1e67b872,1.0,0.0,
6,1000,31,structures.Agent@60addb54,1.0,0.0,
6,1000,32,structures.Agent@3f2a3a5,1.0,0.0,
6,1000,33,structures.Agent@4cb2c100,1.0,0.0,
6,1000,34,structures.Agent@6fb554cc,1.0,0.0,
6,1000,35,structures.Agent@614c5515,1.0,0.0,
6,1000,36,structures.Agent@77b52d12,1.0,0.0,
6,1000,37,structures.Agent@2d554825,1.0,0.0,
6,1000,38,structures.Agent@68837a77,1.0,0.0,
6,1000,39,structures.Agent@6be46e8f,1.0,0.0,
6,1000,40,structures.Agent@3567135c,1.0,0.0,
6,1000,41,structures.Agent@327471b5,1.0,0.0,
6,1000,42,structures.Agent@4157f54e,1.0,0.0,
6,1000,43,structures.Agent@90f6bfd,1.0,0.0,
6,1000,44,structures.Agent@47f6473,1.0,0.0,
6,1000,45,structures.Agent@15975490,1.0,0.0,
6,1000,46,structures.Agent@6b143ee9,1.0,0.0,
6,1000,47,structures.Agent@1936f0f5,1.0,0.0,
6,1000,48,structures.Agent@6615435c,1.0,0.0,
6,1000,49,structures.Agent@4909b8da,1.0,0.0,
6,1000,50,structures.Agent@3a03464,1.0,0.0,
6,1000,51,structures.Agent@2d3fcdbd,1.0,0.0,
6,1000,52,structures.Agent@617c74e5,1.0,0.0,
6,1000,53,structures.Agent@6537cf78,1.0,0.0,
6,1000,54,structures.Agent@67b6d4ae,1.0,0.0,
6,1000,55,structures.Agent@34b7bfc0,1.0,0.0,
6,1000,56,structures.Agent@366e2eef,1.0,0.0,
6,1000,57,structures.Agent@6df97b55,1.0,0.0,
6,1000,58,structures.Agent@3cbbc1e0,1.0,0.0,
6,1000,59,structures.Agent@35fb3008,1.0,0.0,
6,1000,60,structures.Agent@7225790e,1.0,0.0,
6,1000,61,structures.Agent@54a097cc,1.0,0.0,
6,1000,62,structures.Agent@36f6e879,1.0,0.0,
6,1000,63,structures.Agent@5a61f5df,1.0,0.0,
6,1000,64,structures.Agent@3551a94,1.0,0.0,
6,1000,65,structures.Agent@531be3c5,1.0,0.0,
6,1000,66,structures.Agent@52af6cff,1.0,0.0,
6,1000,67,structures.Agent@735b478,1.0,0.0,
6,1000,68,structures.Agent@2c9f9fb0,1.0,0.0,
6,1000,69,structures.Agent@2096442d,1.0,0.0,
6,1000,70,structures.Agent@9f70c54,1.0,0.0,
6,1000,71,structures.Agent@234bef66,1.0,0.0,
6,1000,72,structures.Agent@737996a0,1.0,0.0,
6,1000,73,structures.Agent@61dc03ce,1.0,0.0,
6,1000,74,structures.Agent@50f8360d,1.0,0.0,
6,1000,75,structures.Agent@2cb4c3ab,1.0,0.0,
6,1000,76,structures.Agent@13c78c0b,1.0,0.0,
6,1000,77,structures.Agent@12843fce,1.0,0.0,
6,1000,78,structures.Agent@3dd3bcd,1.0,0.0,
6,1000,79,structures.Agent@97e1986,1.0,0.0,
6,1000,80,structures.Agent@26f67b76,1.0,0.0,
6,1000,81,structures.Agent@153f5a29,1.0,0.0,
6,1000,82,structures.Agent@7f560810,1.0,0.0,
6,1000,83,structures.Agent@69d9c55,1.0,0.0,
6,1000,84,structures.Agent@13a57a3b,1.0,0.0,
6,1000,85,structures.Agent@7ca48474,1.0,0.0,
6,1000,86,structures.Agent@337d0578,1.0,0.0,
6,1000,87,structures.Agent@59e84876,1.0,0.0,
6,1000,88,structures.Agent@61a485d2,1.0,0.0,
6,1000,89,structures.Agent@39fb3ab6,1.0,0.0,
6,1000,90,structures.Agent@6276ae34,1.0,0.0,
6,1000,91,structures.Agent@7946e1f4,1.0,0.0,
6,1000,92,structures.Agent@3c09711b,1.0,0.0,
6,1000,93,structures.Agent@5cc7c2a6,1.0,0.0,
6,1000,94,structures.Agent@b97c004,1.0,0.0,
6,1000,95,structures.Agent@4590c9c3,0.7144009001918163,0.0,
6,1000,96,structures.Agent@32e6e9c3,1.0,0.0,
6,1000,97,structures.Agent@5056dfcb,1.0,0.0,
6,1000,98,structures.Agent@6574b225,1.0,0.0,
6,1000,99,structures.Agent@2669b199,1.0,0.0,
7,1000,0,structures.Agent@2344fc66,1.0,1.0,
7,1000,1,structures.Agent@458ad742,1.0,1.0,
7,1000,2,structures.Agent@5afa04c,1.0,1.0,
7,1000,3,structures.Agent@6ea12c19,1.0,1.0,
7,1000,4,structures.Agent@6a024a67,1.0,1.0,
7,1000,5,structures.Agent@7921b0a2,1.0,1.0,
7,1000,6,structures.Agent@174d20a,1.0,0.0,
7,1000,7,structures.Agent@66d2e7d9,1.0,1.0,
7,1000,8,structures.Agent@1efbd816,1.0,1.0,
7,1000,9,structures.Agent@6a2bcfcb,0.6600680162659649,0.0,
7,1000,10,structures.Agent@4de8b406,1.0,1.0,
7,1000,11,structures.Agent@3c756e4d,1.0,1.0,
7,1000,12,structures.Agent@7c0e2abd,1.0,0.0,
7,1000,13,structures.Agent@48eff760,1.0,1.0,
7,1000,14,structures.Agent@402f32ff,1.0,0.0,
7,1000,15,structures.Agent@573f2bb1,1.0,1.0,
7,1000,16,structures.Agent@5ae9a829,1.0,0.0,
7,1000,17,structures.Agent@6d8a00e3,1.0,1.0,
7,1000,18,structures.Agent@548b7f67,1.0,1.0,
7,1000,19,structures.Agent@7ac7a4e4,1.0,1.0,
7,1000,20,structures.Agent@6d78f375,1.0,0.0,
7,1000,21,structures.Agent@50c87b21,1.0,0.0,
7,1000,22,structures.Agent@5f375618,1.0,0.0,
7,1000,23,structures.Agent@1810399e,1.0,0.0,
7,1000,24,structures.Agent@32d992b2,1.0,0.0,
7,1000,25,structures.Agent@215be6bb,1.0,0.0,
7,1000,26,structures.Agent@4439f31e,1.0,0.0,
7,1000,27,structures.Agent@5dfcfece,1.0,0.0,
7,1000,28,structures.Agent@23ceabc1,1.0,0.0,
7,1000,29,structures.Agent@5d5eef3d,1.0,0.0,
7,1000,30,structures.Agent@56f4468b,1.0,0.0,
7,1000,31,structures.Agent@6cc4c815,1.0,0.0,
7,1000,32,structures.Agent@3a82f6ef,1.0,0.0,
7,1000,33,structures.Agent@100fc185,1.0,0.0,
7,1000,34,structures.Agent@643b1d11,1.0,0.0,
7,1000,35,structures.Agent@2ef5e5e3,1.0,0.0,
7,1000,36,structures.Agent@36d4b5c,1.0,0.0,
7,1000,37,structures.Agent@6d00a15d,1.0,0.0,
7,1000,38,structures.Agent@51efea79,1.0,0.0,
7,1000,39,structures.Agent@5034c75a,1.0,0.0,
7,1000,40,structures.Agent@396a51ab,1.0,0.0,
7,1000,41,structures.Agent@51081592,1.0,0.0,
7,1000,42,structures.Agent@7f9a81e8,1.0,0.0,
7,1000,43,structures.Agent@9629756,0.6952276745611174,-1.0,
7,1000,44,structures.Agent@62ee68d8,1.0,0.0,
7,1000,45,structures.Agent@735b5592,1.0,0.0,
7,1000,46,structures.Agent@58651fd0,1.0,0.0,
7,1000,47,structures.Agent@4520ebad,1.0,0.0,
7,1000,48,structures.Agent@5419f379,1.0,0.0,
7,1000,49,structures.Agent@7dc7cbad,1.0,0.0,
7,1000,50,structures.Agent@d2cc05a,1.0,0.0,
7,1000,51,structures.Agent@4f933fd1,1.0,0.0,
7,1000,52,structures.Agent@548a9f61,1.0,0.0,
7,1000,53,structures.Agent@1753acfe,1.0,0.0,
7,1000,54,structures.Agent@7c16905e,1.0,0.0,
7,1000,55,structures.Agent@2a2d45ba,1.0,0.0,
7,1000,56,structures.Agent@2a5ca609,1.0,0.0,
7,1000,57,structures.Agent@20e2cbe0,1.0,0.0,
7,1000,58,structures.Agent@68be2bc2,0.7156140570842987,0.0,
7,1000,59,structures.Agent@28feb3fa,1.0,0.0,
7,1000,60,structures.Agent@675d3402,1.0,0.0,
7,1000,61,structures.Agent@51565ec2,1.0,0.0,
7,1000,62,structures.Agent@482f8f11,1.0,0.0,
7,1000,63,structures.Agent@1593948d,1.0,0.0,
7,1000,64,structures.Agent@1b604f19,1.0,0.0,
7,1000,65,structures.Agent@7823a2f9,1.0,0.0,
7,1000,66,structures.Agent@4cc0edeb,1.0,0.0,
7,1000,67,structures.Agent@457e2f02,1.0,0.0,
7,1000,68,structures.Agent@5c7fa833,1.0,0.0,
7,1000,69,structures.Agent@39aeed2f,1.0,0.0,
7,1000,70,structures.Agent@724af044,1.0,0.0,
7,1000,71,structures.Agent@4678c730,1.0,0.0,
7,1000,72,structures.Agent@6767c1fc,1.0,0.0,
7,1000,73,structures.Agent@29ee9faa,1.0,0.0,
7,1000,74,structures.Agent@c038203,1.0,0.0,
7,1000,75,structures.Agent@cc285f4,1.0,0.0,
7,1000,76,structures.Agent@55f3ddb1,1.0,0.0,
7,1000,77,structures.Agent@8bd1b6a,1.0,0.0,
7,1000,78,structures.Agent@18be83e4,1.0,0.0,
7,1000,79,structures.Agent@cb5822,1.0,0.0,
7,1000,80,structures.Agent@4b9e13df,1.0,0.0,
7,1000,81,structures.Agent@2b98378d,1.0,0.0,
7,1000,82,structures.Agent@475530b9,1.0,0.0,
7,1000,83,structures.Agent@1d057a39,1.0,0.0,
7,1000,84,structures.Agent@26be92ad,1.0,0.0,
7,1000,85,structures.Agent@4c70fda8,1.0,0.0,
7,1000,86,structures.Agent@224edc67,1.0,0.0,
7,1000,87,structures.Agent@14acaea5,1.0,0.0,
7,1000,88,structures.Agent@46d56d67,1.0,0.0,
7,1000,89,structures.Agent@d8355a8,1.0,0.0,
7,1000,90,structures.Agent@59fa1d9b,1.0,0.0,
7,1000,91,structures.Agent@28d25987,1.0,0.0,
7,1000,92,structures.Agent@4501b7af,1.0,0.0,
7,1000,93,structures.Agent@523884b2,1.0,0.0,
7,1000,94,structures.Agent@5b275dab,1.0,0.0,
7,1000,95,structures.Agent@61832929,1.0,0.0,
7,1000,96,structures.Agent@29774679,1.0,0.0,
7,1000,97,structures.Agent@3ffc5af1,1.0,0.0,
7,1000,98,structures.Agent@5e5792a0,0.7164364609754295,0.0,
7,1000,99,structures.Agent@26653222,1.0,0.0,
8,1000,0,structures.Agent@3532ec19,1.0,0.0,
8,1000,1,structures.Agent@68c4039c,1.0,1.0,
8,1000,2,structures.Agent@ae45eb6,1.0,0.0,
8,1000,3,structures.Agent@59f99ea,1.0,1.0,
8,1000,4,structures.Agent@27efef64,1.0,1.0,
8,1000,5,structures.Agent@6f7fd0e6,1.0,0.0,
8,1000,6,structures.Agent@47c62251,1.0,0.0,
8,1000,7,structures.Agent@3e6fa38a,1.0,1.0,
8,1000,8,structures.Agent@66a3ffec,1.0,0.0,
8,1000,9,structures.Agent@77caeb3e,1.0,1.0,
8,1000,10,structures.Agent@1e88b3c,1.0,0.0,
8,1000,11,structures.Agent@42d80b78,1.0,1.0,
8,1000,12,structures.Agent@3bfdc050,1.0,1.0,
8,1000,13,structures.Agent@1bce4f0a,1.0,1.0,
8,1000,14,structures.Agent@5e3a8624,1.0,0.0,
8,1000,15,structures.Agent@5c3bd550,1.0,1.0,
8,1000,16,structures.Agent@91161c7,1.0,0.0,
8,1000,17,structures.Agent@604ed9f0,1.0,0.0,
8,1000,18,structures.Agent@6a4f787b,1.0,0.0,
8,1000,19,structures.Agent@685cb137,1.0,1.0,
8,1000,20,structures.Agent@6a41eaa2,1.0,0.0,
8,1000,21,structures.Agent@7cd62f43,1.0,0.0,
8,1000,22,structures.Agent@6d4b1c02,1.0,0.0,
8,1000,23,structures.Agent@6093dd95,1.0,0.0,
8,1000,24,structures.Agent@5622fdf,0.6560913723308014,0.0,
8,1000,25,structures.Agent@4883b407,1.0,0.0,
8,1000,26,structures.Agent@7d9d1a19,1.0,0.0,
8,1000,27,structures.Agent@39c0f4a,1.0,0.0,
8,1000,28,structures.Agent@1794d431,1.0,0.0,
8,1000,29,structures.Agent@42e26948,1.0,0.0,
8,1000,30,structures.Agent@57baeedf,1.0,0.0,
8,1000,31,structures.Agent@343f4d3d,1.0,0.0,
8,1000,32,structures.Agent@53b32d7,1.0,0.0,
8,1000,33,structures.Agent@5442a311,1.0,0.0,
8,1000,34,structures.Agent@548e7350,1.0,0.0,
8,1000,35,structures.Agent@1a968a59,1.0,0.0,
8,1000,36,structures.Agent@4667ae56,1.0,0.0,
8,1000,37,structures.Agent@77cd7a0,1.0,0.0,
8,1000,38,structures.Agent@204f30ec,1.0,0.0,
8,1000,39,structures.Agent@e25b2fe,1.0,0.0,
8,1000,40,structures.Agent@754ba872,1.0,0.0,
8,1000,41,structures.Agent@146ba0ac,1.0,0.0,
8,1000,42,structures.Agent@4dfa3a9d,1.0,0.0,
8,1000,43,structures.Agent@6eebc39e,1.0,0.0,
8,1000,44,structures.Agent@464bee09,1.0,0.0,
8,1000,45,structures.Agent@f6c48ac,1.0,0.0,
8,1000,46,structures.Agent@13deb50e,1.0,0.0,
8,1000,47,structures.Agent@239963d8,1.0,0.0,
8,1000,48,structures.Agent@3abbfa04,1.0,0.0,
8,1000,49,structures.Agent@57fffcd7,1.0,0.0,
8,1000,50,structures.Agent@31ef45e3,1.0,0.0,
8,1000,51,structures.Agent@598067a5,1.0,0.0,
8,1000,52,structures.Agent@3c0ecd4b,1.0,0.0,
8,1000,53,structures.Agent@14bf9759,1.0,0.0,
8,1000,54,structures.Agent@5f341870,1.0,0.0,
8,1000,55,structures.Agent@553f17c,1.0,0.0,
8,1000,56,structures.Agent@4f7d0008,1.0,0.0,
8,1000,57,structures.Agent@271053e1,1.0,0.0,
8,1000,58,structures.Agent@589838eb,1.0,0.0,
8,1000,59,structures.Agent@42dafa95,1.0,0.0,
8,1000,60,structures.Agent@6500df86,1.0,0.0,
8,1000,61,structures.Agent@402a079c,1.0,0.0,
8,1000,62,structures.Agent@59ec2012,1.0,0.0,
8,1000,63,structures.Agent@4cf777e8,1.0,0.0,
8,1000,64,structures.Agent@2f686d1f,1.0,0.0,
8,1000,65,structures.Agent@3fee9989,1.0,0.0,
8,1000,66,structures.Agent@73ad2d6,1.0,0.0,
8,1000,67,structures.Agent@7085bdee,1.0,0.0,
8,1000,68,structures.Agent@1ce92674,1.0,0.0,
8,1000,69,structures.Agent@5700d6b1,1.0,0.0,
8,1000,70,structures.Agent@6fd02e5,1.0,0.0,
8,1000,71,structures.Agent@5bcab519,1.0,0.0,
8,1000,72,structures.Agent@e45f292,1.0,0.0,
8,1000,73,structures.Agent@5f2108b5,1.0,0.0,
8,1000,74,structures.Agent@31a5c39e,1.0,0.0,
8,1000,75,structures.Agent@3f49dace,0.6944966847839666,0.0,
8,1000,76,structures.Agent@1e397ed7,1.0,0.0,
8,1000,77,structures.Agent@490ab905,1.0,0.0,
8,1000,78,structures.Agent@56ac3a89,1.0,0.0,
8,1000,79,structures.Agent@27c20538,1.0,0.0,
8,1000,80,structures.Agent@72d818d1,1.0,0.0,
8,1000,81,structures.Agent@6e06451e,1.0,0.0,
8,1000,82,structures.Agent@59494225,1.0,0.0,
8,1000,83,structures.Agent@6e1567f1,1.0,0.0,
8,1000,84,structures.Agent@5cb9f472,1.0,0.0,
8,1000,85,structures.Agent@cb644e,1.0,0.0,
8,1000,86,structures.Agent@13805618,1.0,0.0,
8,1000,87,structures.Agent@56ef9176,1.0,0.0,
8,1000,88,structures.Agent@4566e5bd,1.0,0.0,
8,1000,89,structures.Agent@1ed4004b,1.0,0.0,
8,1000,90,structures.Agent@ff5b51f,1.0,0.0,
8,1000,91,structures.Agent@25bbe1b6,1.0,0.0,
8,1000,92,structures.Agent@5702b3b1,1.0,0.0,
8,1000,93,structures.Agent@69ea3742,1.0,0.0,
8,1000,94,structures.Agent@4b952a2d,1.0,0.0,
8,1000,95,structures.Agent@3159c4b8,1.0,0.0,
8,1000,96,structures.Agent@73846619,1.0,0.0,
8,1000,97,structures.Agent@4bec1f0c,1.0,0.0,
8,1000,98,structures.Agent@29ca901e,1.0,0.0,
8,1000,99,structures.Agent@5649fd9b,1.0,0.0,
9,1000,0,structures.Agent@6adede5,1.0,1.0,
9,1000,1,structures.Agent@2d928643,1.0,0.0,
9,1000,2,structures.Agent@5025a98f,1.0,1.0,
9,1000,3,structures.Agent@49993335,1.0,1.0,
9,1000,4,structures.Agent@20322d26,1.0,0.0,
9,1000,5,structures.Agent@192b07fd,1.0,0.0,
9,1000,6,structures.Agent@64bfbc86,1.0,1.0,
9,1000,7,structures.Agent@64bf3bbf,1.0,1.0,
9,1000,8,structures.Agent@55d56113,1.0,0.0,
9,1000,9,structures.Agent@148080bb,1.0,0.0,
9,1000,10,structures.Agent@dc24521,1.0,0.0,
